dlga_fighter_talk_train_combat_2:fighter_pretalk|Maintenant j'aimerais faire autre chose. 
dlga_start:fighter_parry_try_again|Bien. Vous avez été capable de parer avec succès mes attaques. Vous devriez répéter cela à chaque fois et de plus en plus rapidement, jusqu'à que vous soyez confiant en vos capacités de défense. Désirez-vous un autre combat? 
dlga_start:fighter_parry_try_again.1|Bon ça ne va pas très bien, n'est-ce pas ? (Souvenez-vous, vous devez cliquer sur le bouton droit et et le laisser appuyé pour que votre parade soit efficace.) Voulez-vous essayer de nouveau ? 
dlga_fighter_parry_try_again:fighter_talk_train_parry|Oui. Réessayons. 
dlga_fighter_parry_try_again:fighter_talk_leave_parry|Non, Je pense que ça ira. 
dlga_start:fighter_parry_warn|Hé ! On fait des parades, mon gars ! Vous êtes supposé parer mes attaques, pas m'attaquer en retour. 
dlga_fighter_parry_warn:fighter_talk_train_parry|Je suis désolé. Réessayons une fois. 
dlga_fighter_parry_warn:fighter_talk_leave_parry|Désolé. Je dois laisser cet entraînement pour l'instant. 
dlga_fighter_talk_leave_parry:close_window|Très bien. Comme il vous plaira. 
dlga_start:fighter_combat_try_again|Bon ça n'a pas l'air d'aller, n'est-ce pas ? Allez courage, et essayez de ne pas faire les mêmes erreurs la prochaine fois. Voulez-vous réessayer ? 
dlga_fighter_combat_try_again:fighter_talk_train_combat|Oui. Faisons un autre combat. 
dlga_fighter_combat_try_again:fighter_talk_leave_combat|Non. C'est en assez pour moi. 
dlga_fighter_talk_leave_combat:close_window|Bon, très bien. Revenez me parler si l'envie de vous entraîner vous revient. 
dlga_start:fighter_combat_try_again.1|Hé, quel beau combat. Vous m'avez battu, mais la prochaine fois, je ne me retiendrai pas. Voulez-vous réessayer? 
dlga_start:fighter_talk.2|Très bien. vous avez appris l'attaque dans toutes les directions. Si vous voulez on peut recommencer ou passer à autre chose.
dlga_start:archer_challenge_2|Pas mal. Pas mal du tout ! Vous semblez avoir compris les principes de base de l'archerie. Maintenant, essayez la même chose avec une arbalète. Prenez l'arbalète et les carreaux par ici et visez ces trois cibles. L'arbalète est plus simple à manier que l'arc, mais il faut la recharger après chaque tir.
dlga_start:archer_challenge_2.1|Bien. Vous semblez tout aussi adroit avec l'arbalète. Maintenant vous allez apprendre à manier les armes de jet. Prenez les javelots ici et essayez d'atteindre ces trois cibles. 
dlga_start:ranged_end|Bien, avec ça vous avez reçu l'entraînement nécessaire pour manier tous les types d'armes à distance. Entraînez-vous tous les jours, et vous serez peut-être un jour au niveau des meilleurs tireurs d'élite de Calradia...  
dlga_ranged_end:close_window|Maintenant, vous pourriez aller discuter avec les combattants au corps à corps, ou avec le maître d'équitation, si ce n'est déjà fait. Ils peuvent vous apprendre de nombreuses choses importantes. 
dlga_start:archer_talk|Salutations, mon jeune ami. Je passe tout mon temps à enseigner le maniement des armes à distance à tous ceux qui s'y intéressent. Si vous avez besoin de mes services, faites-le-moi savoir et je vous montrerai comment utiliser l'arc, l'arbalète et le javelot.
dlga_archer_talk:archer_challenge|Oui, montrez moi comment utiliser les armes à distance. 
dlga_archer_talk:close_window|Non, pas maintenant. 
dlga_archer_challenge:archer_challenge_2|Très bien. Votre premier entraînement portera sur l'archerie. L'arc est une arme difficile à maîtriser. Mais avec un peu d'entraînement, et surtout beaucoup de pratique, vous pourrez décocher avec autant de puissance que de célérité. Allez prendre l'arc et les flèches de ce côté et tirez sur ces cibles. 
dlga_archer_challenge_2:close_window|Très bien. Je suis prêt. 
dlga_archer_challenge_2:close_window.1|Une minute, j'ai quelque chose à faire avant.
dlga_start:horseman_melee_challenge_2|J'espère que vous avez apprécié la chevauchée. Nous allons maintenant passer à quelque chose d'un peu plus difficile. Attrapez cette lance là-bas et suivez le parcours en touchant chaque cible au moins une fois. 
dlga_start:horseman_melee_challenge_2.1|Bien ! Vous avez été capable de toucher toutes les cibles depuis votre monture. Ce n'est pas chose aisée pour un débutant. À présent, vous aller apprendre à vous servir d'un arc en restant en selle. Vous devez toucher chaque cible d'une flèche au moins.
dlga_start:horsemanship_end|Très bien. Vous avez été capable de toucher toutes les cibles sans mettre pied à terre. Continuez à vous entraîner régulièrement et vous deviendrez rapidement un cavalier hors pair.
dlga_horsemanship_end:close_window|Maintenant vous pouvez aller parler aux combattants au corps à corps, ou au maître d'archerie. Vous devez apprendre tout ce dont vous aurez besoin pour être prêt lorsqu'il faudra se défendre. 
dlga_start:horseman_talk|Bonjour ! Je suis là pour m'entraîner un peu à l'équitation, mais mes vieux os me font terriblement souffrir, et je pense que je ne montrai plus de la journée. Si vous souhaitez vous entraîner, vous pouvez prendre ma monture, juste ici. Un peu d'exercice lui ferait du bien. 
dlga_horseman_talk:horseman_challenge|Oui, excellente idée.
dlga_horseman_talk:close_window|Hum. Peut-être plus tard. 
dlga_horseman_challenge:horseman_melee_challenge_2|Bien. Maintenant je vais vous donner quelques exercices qui vont vous apprendre le maniement d'armes à cheval. Le premier est des plus simples. Prenez votre cheval et le tour de la piste. Allez-y doucement, ou vivement, comme vous voulez. Revenez quand vous vous sentirez à l'aise, et je vous donnerai quelques exercices plus ardus. 
dlga_horseman_melee_challenge_2:close_window|Très bien. Je suis prêt. 
dlga_horseman_melee_challenge_2:close_window.1|Attendez une minute. Je veux faire autre chose avant. 
dlga_tutorial_troop_default:close_window|Hé, j'essaye de m'entraîner ! Allez parler au maître d'archerie si vous voulez des conseils. 
dlga_start:lord_prison_break_confirm_3|Il y a un changement de plan ? 
dlga_start:lord_prison_break|Que se passe-t-il ? 
dlga_start:drunk_response|Qu'est-ce que vous regardez ? 
dlga_start:drunk_response.1|C'est moi que vous regardez ? 
dlga_player_duel_response:close_window|Quel gâchis... 
dlga_player_duel_response:close_window.1|Plutôt lui que moi. 
dlga_drunk_response:drunk_fight_start|Je ne sais pas... Un animal, sans doute. 
dlga_drunk_response:drunk_fight_start.1|Je vous prie d'accepter mes excuses. 
dlga_drunk_fight_start:close_window|Je vais faire disparaître ce sourire sur votre visage ! 
dlga_drunk_response:drunk_player_high_renown|Savez-vous qui je suis ? 
dlga_drunk_player_high_renown:drunk_fight_start|Eh bien, si vous voulez vous battre, vous allez être servi ! 
dlga_drunk_player_high_renown:drunk_player_high_renown|Euh... mmm... En fait... Oui, oui, je sais qui vous êtes, {messire/madame}. Je vous prie de m'excuser, Votre Grâce... ça doit être l'alcool. Faut que j'y aille, maintenant... 
dlga_drunk_player_high_renown:drunk_fight_start.1|Si vous voulez vous battre, vous allez être servi. 
dlga_drunk_player_high_renown:close_window|Je pensais la même chose. Maintenant, allez-vous-en. 
dlga_start:fistfight_response|Vous me faites l'impression d'être quelqu'un de fort et j'ai une proposition à vous faire. 
dlga_fistfight_response:fistfight_response_2|Comment ça ? 
dlga_fistfight_response_2:fistfight_response_2a|Cela vous intéresse, c'est parfait. Voilà le plan... C'est un peu compliqué... Alors, écoutez bien. 
dlga_fistfight_response_2a:fistfight_response_3|Vous et cette autre personne allez entamer un combat ici. Pas d'arme, pas d'armure. Je vais m'asseoir ici et prendre les paris, après quoi je partagerai les bénéfices avec le gagnant. Si nous perdons, j'assumerai les frais. Vous n'avez rien à perdre, si ce n'est un peu de sang, bien sûr. 
dlga_fistfight_response_3:fistfight_response_4|Ceci dit, impossible de préparer une jolie arène où chacun pourra miser à l'avance. Les gens viendront, attirés par le bruit, miseront un ou deux deniers sur celui qui selon eux gagnera. Je veillerai à leur donner les mêmes chances... Le reste risque d'être difficile pour quelqu'un qui en est à sa troisième cruche de bière. 
dlga_fistfight_response_4:fistfight_response_4a|Bon, comme vous l'avez sans doute deviné, l'important c'est de faire comme si vous perdiez pour que les gens parient contre vous... Puis de revenir dans le combat et de l'emporter avant que les mises ne s'inversent. Le meilleur moyen de gagner de l'argent, c'est de vous montrer faiblissant, presque à terre, puis de vous redresser et d'étendre promptement votre adversaire au sol. Mais attention, au final, c'est vous qui devez gagner pour que vous et moi puissions empocher les mises. 
dlga_fistfight_response_4a:fistfight_response_5|Veillez aussi à ne pas trop faire durer le combat, ou les gens pourraient se montrer suspicieux. Alors, ne ménagez pas vos coups. Peu importe de qui il provienne, le sang doit couler. 
dlga_fistfight_response_5:fistfight_response_5a|Et autre chose... La complexité n'est pas l'affaire de votre adversaire et il va juste se jeter sur vous. Il vous incombe de mettre du piment dans tout ça. 
dlga_fistfight_response_5a:fistfight_response_confirm|Alors, qu'est que vous en dites ? 
dlga_fistfight_response_confirm:close_window.1|J'ai mieux à faire. 
dlga_start:ramun_introduce_1|Bien le bonjour, jeune {homme/femme}. 
dlga_ramun_introduce_1:ramun_introduce_2|Veuillez m'excuser, vous dites être marchand mais je ne vois aucune marchandise. 
dlga_ramun_introduce_1:close_window|Oublions cela. 
dlga_ramun_introduce_2:ramun_introduce_3|Un marchand ? Certes, je le suis. Cependant mes marchandises sont un peu particulières. Elles doivent être nourries et abreuvées deux fois par jour, en plus elles tentent de s'enfuir si je leur tourne le dos. 
dlga_ramun_introduce_3:ramun_introduce_4|Du bétail ? 
dlga_ramun_introduce_4:ramun_introduce_5|Presque, j'aime à me faire appeler 'l'ange gardien des bateaux naviguant sur le grand océan de Calradia'. Les bateaux ont besoin d'avirons, voyez-vous, et les avirons ont besoin d'hommes pour les manier, sinon ils s'arrêtent. C'est là que j'entre en jeu. 
dlga_ramun_introduce_5:ramun_introduce_6|Des galériens ! 
dlga_ramun_introduce_6:ramun_introduce_7|Précisément. Un port de commerce ne pourrait survivre sans eux. Les navires perdent toujours quelques hommes en mer, ce qui fait que la demande est toujours aussi élevée. Alors les capitaines viennent me voir et ils me paient bien. 
dlga_ramun_introduce_7:ramun_introduce_8|D'où viennent les esclaves ? 
dlga_ramun_introduce_8:ramun_introduce_9|La plupart du temps je rachète aux autorités les criminels déjà condamnés. Les autres sont des prisonniers de guerre de diverses nations qu'on m'apporte, car j'offre toujours le meilleur prix. Cependant, de temps en temps, je me fournis chez des particuliers et chez d'autres... individus. Dans mon travail vous ne pouvez vous permettre d'être difficile sur le choix des fournisseurs. Vous n'auriez pas par hasard quelques prisonniers avec vous ?
dlga_ramun_introduce_9:ramun_introduce_10|Moi ? 
dlga_ramun_introduce_10:ramun_introduce_11|Et pourquoi pas ? Si vous avez l'intention de sortir de cette ville, vous croiserez tôt ou tard le fer. Et si la chance vous sourit, vous en sortirez vainqueur. Pourquoi ne pas vous faire un peu d'argent en plus grâce à cela ? Prenez-en vivants, amenez-les moi et je vous en donnerai cinquante deniers par tête. Ne vous souciez pas de savoir qui ils sont ou d'où ils viennent. 
dlga_ramun_introduce_11:ramun_introduce_12|Hum, j'y penserai. 
dlga_ramun_introduce_12:close_window|Pensez-y ! Soyez-en sûr, il y a beaucoup d'argent à se faire, bien assez pour nous deux. 
dlga_start:ramun_talk|Bonjour {playername}. 
dlga_ramun_pre_talk:ramun_talk|Autre chose ? 
dlga_ramun_talk:ramun_sell_prisoners|Je vous ai apporté quelques prisonniers, Ramun. Voulez-vous y jeter un œil ? 
dlga_ramun_sell_prisoners:ramun_sell_prisoners_2|Faites-moi voir ce que vous avez... 
dlga_ramun_sell_prisoners_2:close_window|C'est un plaisir de traiter avec vous. 
dlga_ramun_talk:ramun_ask_about_capturing|Comment puis-je faire des prisonniers ? 
dlga_ramun_talk:ramun_ask_about_capturing.1|Que pouvez-vous me dire au sujet de la capture des prisonniers ? 
dlga_ramun_ask_about_capturing:ramun_have_blunt_weapon|Vous n'êtes pas habitué à ce genre de pratique, n'est-ce pas ? Laissez-moi vous expliquer en des termes simples. Ce qu'il faut faire, c'est utiliser des armes contondantes, comme une massue ou un gourdin, afin d'assommer votre ennemi plutôt que de l'occire avec une épée. De cette manière, voyez-vous, il sera neutralisé pour quelque temps plutôt que de se vider de son sang. J'espère que vous avez toujours ce genre d'arme sur vous... 
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_yes|Bien sûr. 
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_no|En vérité, non. 
dlga_ramun_have_blunt_weapon_yes:ramun_ask_about_capturing_2|Bien. Tout ce que vous avez à faire, c'est assommer votre ennemi avec vos armes contondantes dès que possible. C'est un peu différent pour les nobles ou autres personnes de haut rang, qui ont tendance à être si protégés que l'arme que vous utiliserez importera peu, en fin de compte, mais un combattant ordinaire saignera comme un porc égorgé si vous l'attaquez avec quelque chose de tranchant. Je ne suis pas très difficile quant à l'état de mes marchandises, mais j'insiste pour que ce que j'achète respire encore. 
dlga_ramun_have_blunt_weapon_no:ramun_have_blunt_weapon_no_2|Non ? Ce doit être votre jour de chance. J'ai justement un vieux gourdin qui a pas mal servi et que je m'apprêtais à jeter. Il est un peu abimé, mais il est encore en assez bon état pour cogner quelqu'un jusqu'à ce qu'il cesse de bouger. Tenez, prenez-le. 
dlga_ramun_have_blunt_weapon_no_2:ramun_have_blunt_weapon_yes|Merci, Ramun. Peut-être que je vais essayer. 
dlga_ramun_ask_about_capturing:ramun_ask_about_capturing_2|Bien, je vais essayer de vous expliquer à nouveau avec des termes simples. Ce qu'il faut savoir c'est que pour faire des prisonniers, il vous faut assommer vos ennemis avec des armes contondantes, plutôt que de les occire avec votre épée. Ainsi, ils seront neutralisés au lieu d'être saignés à mort, vous voyez ? C'est différent avec les nobles qui ont tendance à être si protégés que l'arme que vous utiliserez importera peu, mais un combattant moyen saignera comme un porc si vous l'attaquez avec quelque chose de tranchant... 
dlga_ramun_ask_about_capturing_2:ramun_ask_about_capturing_3|Bien, je crois que j'ai compris. Autre chose ? 
dlga_ramun_ask_about_capturing_3:ramun_ask_about_capturing_4|Eh bien, ce n'est pas toujours aussi simple. Des armes contondantes ne feront pas autant de dégâts que des armes bien aiguisées, et n'abattront pas vos ennemis aussi rapidement. Et, croyez-moi, la racaille que vous rencontrerez au dehors vous attaquera à vue, et il est vain de vous attendre à ce qu'ils ménagent leurs coups parce que vous utilisez un gourdin plutôt qu'une épée. De plus, devoir traîner vos prisonniers vous ralentira sensiblement, c'est d'ailleurs pour cela que tant de gens libèrent leurs prisonniers après la bataille. C'est de la folie bien sûr, que de perdre tout cet argent, hein ? 
dlga_ramun_ask_about_capturing_4:ramun_ask_about_capturing_5|Est-ce tout ? 
dlga_ramun_ask_about_capturing_5:ramun_ask_about_capturing_7|Une dernière chose. Gérer des prisonniers n'est pas une tâche facile, c'est tout un art en vérité. Si vous voulez obtenir beaucoup de prisonniers, il vous faudra apprendre les ficelles du métier par vous même, ou vous ne parviendrez pas à en tenir ne serait-ce qu'un seul. 
dlga_ramun_ask_about_capturing_7:ramun_pre_talk|Merci, je garderai cela à l'esprit. 
dlga_ramun_talk:ramun_leave|Je ferais mieux d'y aller. 
dlga_ramun_leave:close_window|Souvenez-vous, vous pouvez m'apporter n'importe quel prisonnier, je vous en donnerai un bon prix.
dlga_start:close_window.3|Messire, je vous demande humblement de garder les mains là où je peux les voir.
dlga_start:manhunter_talk_b|Hé, vous là, vous n'auriez pas vu des hors-la-loi dans le coin ? 
dlga_manhunter_talk_b:manhunter_talk_b1|Oui, ils sont partis par là il y a environ une heure. 
dlga_manhunter_talk_b1:close_window|Je le savais ! Allez les gars, traquons cette vermine ! Merci l'ami. 
dlga_manhunter_talk_b:manhunter_talk_b2|Non, je n'en ai pas vu ces derniers temps. 
dlga_manhunter_talk_b2:close_window|Bah, ils se cachent comme des rats sur ces terres mais nous les délogerons tôt ou tard. 
dlga_looters_1:looters_2|{s4} 
dlga_looters_2:close_window|Je n'ai pas peur de vous. Combattez si vous l'osez ! 
dlga_looters_2:close_window.1|Vous n'obtiendrez de moi que le trépas. 
dlga_start:village_farmer_talk|{Messire/Ma Dame}, nous ne sommes que de pauvres fermiers du village de {s11}. {reg1?Nous livrons le fruit de notre labeur au marché de {s12}.:Nous revenons du marché de {s12} et retournons vers notre village.} 
dlga_village_farmer_talk:farmer_bandit_information|Je traque un groupe de bandits répondant à la description suivante... Les avez-vous vus ? 
dlga_farmer_bandit_information:village_farmer_talk|{s15} 
dlga_village_farmer_talk:close_window|Nous verrons à quel point vous serez pauvres quand je vous aurai tout pris ! 
dlga_village_farmer_talk:close_window.1|Continuez dans ce cas. Au revoir. 
dlga_start:minister_issues|Je suis à votre service, {messire/madame} 
dlga_start:close_window.4|C'est un honneur de vous servir, {messire/madame}.
dlga_start:member_castellan_talk|Oui, {playername} ? Que puis-je faire pour vous ? 
dlga_member_castellan_pretalk:member_castellan_talk|Autre chose ? 
dlga_member_castellan_talk:member_review_castle_garrison|Je veux passer en revue la garnison du château. 
dlga_member_review_castle_garrison:member_castellan_pretalk|Bien sûr. Voici nos listes, faites-le moi savoir si vous voulez y changer quoi que ce soit... 
dlga_member_castellan_talk:member_review_castellan_equipment|Laissez-moi jeter un œil à votre équipement. 
dlga_member_review_castellan_equipment:member_castellan_pretalk|Très bien, tout est là... 
dlga_member_castellan_talk:member_castellan_join|Je veux que vous quittiez le château et que vous vous joigniez à mon armée. 
dlga_member_castellan_join:close_window|J'ai grandi ici et j'aime cet endroit... Mais si tel est votre désir, je viendrai avec vous. 
dlga_member_castellan_join:member_castellan_pretalk|Et où dormirons-nous ? Vous avez une immense armée avec vous, {playername}, il n'y aura pas de place pour nous. 
dlga_member_castellan_talk:close_window|[Partir] 
dlga_start:member_wilderness_talk|Voulez-vous que je me joigne à vous ? 
dlga_start:member_inn_talk|Voulez-vous que je me joigne à vous ? 
dlga_member_chat:kidnapped_girl_chat_1|Sommes-nous bientôt arrivés ? 
dlga_kidnapped_girl_chat_1:kidnapped_girl_chat_2|Pas encore. 
dlga_kidnapped_girl_chat_2:close_window|Je ne puis attendre davantage. Ma famille me manque tellement... Je donnerais n'importe quoi pour la revoir. 
dlga_member_chat:member_lady_1|{playername}, quand pensez-vous que nous arriverons à destination ? 
dlga_member_lady_1:member_lady_2a|Nous avons encore un long chemin à parcourir. 
dlga_member_lady_1:member_lady_2b|Très bientôt. Nous y sommes presque. 
dlga_member_lady_2a:close_window|Ah, dans ce cas je suppose qu'il va falloir que je m'habitue à voyager. Je ne me plaindrai plus. Je trouve que la vie au grand air est bien plus plaisante que de rester enfermé toute la journée dans un château. Comme je vous envie, vous qui menez cette vie... 
dlga_member_lady_2b:close_window|C'est une bonne nouvelle. Oh, ce n'est pas que votre compagnie me déplaise mais la vie de château me manque un peu. Il n'empêche que je suis triste que nous devions nous séparer. J'espère que vous viendrez me voir souvent. 
dlga_member_chat:supported_pretender_talk|Salutations {playername}, le premier et le meilleur de mes vassaux. J'ai besoin de vos conseils. 
dlga_supported_pretender_pretalk:supported_pretender_talk|Autre chose ? 
dlga_supported_pretender_talk:pretender_progress|Que pensez-vous de notre progression, jusqu'ici ? 
dlga_pretender_progress:pretender_progress_2|{reg11?Nous avons {reg11} seigneurs de notre coté:Nous n'avons aucun seigneur avec nous pour le moment}, tandis que {reg21?{s9} a encore {reg21} seigneurs:{s9} n'a plus aucun seigneur} à ses ordres. {reg19?Nous contrôlons {reg13?{reg13} villes,:} {reg14?{reg14} châteaux,:} {reg15?et {reg15} villages,:}:Nous sommes sans terre, } alors qu'{reg29?ils possèdent {reg23?{reg23} villes,:} {reg24?{reg24} châteaux,:} {reg25?et {reg25} villages.:}:il ne leur reste plus aucune terre.} Dans l'ensemble, {s30}. 
dlga_pretender_progress_2:supported_pretender_pretalk|Alors nous devons continuer à nous battre et motiver les troupes ! 
dlga_pretender_progress_2:pretender_quit_rebel_confirm|Il me semble que cette rébellion ne mènera nulle part. Je pense que nous devrions renoncer. 
dlga_pretender_quit_rebel_confirm:pretender_quit_rebel_confirm_2|{playername}, vous ne pouvez pas m'abandonner maintenant ! Êtes-vous sérieux ? 
dlga_pretender_quit_rebel_confirm_2:pretender_quit_rebel_confirm_3|Oui je le suis. Je n'en peux plus de cette guerre. 
dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|Je plaisantais. Bien sûr que je me battrai jusqu'à la victoire. 
dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|En êtes-vous absolument certain ? Je vous prie de croire que je ne vous le pardonnerai jamais. 
dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|Oui, j'en suis certain. 
dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|Vous avez raison, je dois encore y réfléchir. 
dlga_pretender_quit_rebel:close_window|Eh bien, qu'il en soit ainsi... Dans ce cas ma cause est perdue. Il ne me reste plus qu'une chose à faire, je vais quitter Calradia pour ne plus jamais y revenir. 
dlga_supported_pretender_talk:supported_pretender_equip|Me permettez-vous de jeter un œil à votre équipement ? 
dlga_supported_pretender_equip:supported_pretender_pretalk|Oui, allez-y... 
dlga_supported_pretender_talk:pretneder_view_char_requested|Si cela vous convient, pouvons-nous discuter de vos compétences ? 
dlga_pretneder_view_char_requested:supported_pretender_pretalk|Soit. 
dlga_supported_pretender_talk:supported_pretender_grant_fief|Je suggère que vous décidiez à qui attribuer un fief qui n'est en ce moment tenu par personne.
dlga_supported_pretender_grant_fief:supported_pretender_grant_fief_select|À quel fief pensez-vous ?
dlga_supported_pretender_grant_fief_select:supported_pretender_grant_fief_choose_recipient|{s4}
dlga_supported_pretender_grant_fief_choose_recipient:center_captured_rebellion|Et à qui doit-on l'attribuer ?
dlga_supported_pretender_grant_fief_select:supported_pretender_pretalk|Rien, continuons.
dlga_supported_pretender_talk:close_window|Continuons notre route. 
dlga_do_member_trade:member_talk|Autre chose ? 
dlga_member_pretalk:member_talk|Autre chose ? 
dlga_member_chat:member_talk|Oui, {s5} ? 
dlga_member_talk:member_direct_campaign|En tant que maréchal, j'aimerais faire parvenir un message aux vassaux du royaume 
dlga_member_talk:member_trade|Laissez-moi voir votre équipement. 
dlga_member_trade:do_member_trade|D'accord... 
dlga_member_talk:view_member_char_requested|Pouvons-nous discuter de vos compétences ? 
dlga_view_member_char_requested:do_member_view_char|Très bien... 
dlga_member_talk:member_separate|Il faut que nous nous séparions. 
dlga_member_separate:member_separate_confirm|Vraiment ? Et bien dans ce cas je ne vais pas m'attarder ici. Je vais en ville chercher du travail. Mais êtes-vous sûr de votre décision ? 
dlga_member_separate:companion_quitting|En fait, j'aurais besoin de vous dire quelque chose. 
dlga_member_separate_confirm:member_separate_yes|Oui, c'est ici que nos routes se séparent. 
dlga_member_separate_confirm:do_member_trade|Non, réflexion faite, je préfère vous avoir à mes cotés. 
dlga_member_separate_yes:close_window|Bien, je m'en vais dans ce cas. Revenez me voir si vous avez besoin de moi. 
dlga_member_talk:member_question|Je voudrais vous demander quelque chose. 
dlga_member_talk:close_window|Non, rien. 
dlga_member_question:member_question_2|Entendu. Que voulez-vous savoir ? 
dlga_member_question_2:member_morale|Que pensez-vous de la tournure que prennent les évènements ? 
dlga_member_question_2:member_background_recap|Racontez-moi à nouveau votre histoire. 
dlga_member_question_2:member_kingsupport_1|Je suppose que vous savez que j'aspire à régner sur cette terre ? 
dlga_member_question_2:member_intelgathering_1|Avez-vous des relations susceptibles de jouer en notre faveur ? 
dlga_member_question_2:member_fief_grant_1|Que diriez-vous de posséder un fief ? 
dlga_member_morale:do_member_trade|{s21} 
dlga_member_background_recap:member_background_recap_2|{s5} 
dlga_member_background_recap_2:member_background_recap_3|{s5} 
dlga_member_background_recap_3:do_member_trade|La suite, vous la connaissez...
dlga_do_member_view_char:member_talk|Autre chose ? 
dlga_member_kingsupport_1:do_member_trade|Um... Oui. J'avais entendu. 
dlga_member_kingsupport_1:member_kingsupport_1a|{s21} 
dlga_member_kingsupport_1a:member_kingsupport_2|Allez-vous rallier ma cause ? 
dlga_member_kingsupport_1a:do_member_trade|Très bien. Je m'en souviendrai. 
dlga_member_kingsupport_2:do_member_trade|Oui, {s21}. Qui plus est, j'ai une proposition à vous faire pour vous aider à accéder au trône. Mais vous venez d'envoyer {s22} pour une mission similaire. On devrait peut-être attendre un peu pour éviter d'attirer l'attention. 
dlga_member_kingsupport_2:member_kingsupport_2a|{s21} 
dlga_member_kingsupport_2a:member_kingsupport_3|{s21} 
dlga_member_kingsupport_2a:do_member_trade|{s21} 
dlga_member_kingsupport_3:member_kingsupport_3a|{s21} 
dlga_member_kingsupport_3a:member_kingsupport_4|Très bien. Allez-y. 
dlga_member_kingsupport_3a:do_member_trade|À la réflexion, restez à mes côtés encore un peu. 
