qstr_How_will_your_female|Welchen Titel sollen Eure weiblichen Vasallen tragen?
qstr_Use_the_Titles_Enter|Oben eingegebenen Titel verwenden.
qstr_Use_Default_Titles__|Standard Titel verwenden (Fürst/Fürstin).
qstr_Sell_items_automatic|Gegenstände beim Verlassen automatisch verkaufen:
qstr_Price_limit_for_auto|Preisgrenze für automatischen Verkauf:
qstr_Item_types_for_auto_|Warentypen für automatischen Verkauf:
qstr_Select_all|Alle auswählen
qstr_Select_invert|Auswahl umkehren
qstr_Buy_food_automatical|Vorräte beim Verlassen automatisch kaufen:
qstr_*|*
qstr__Courtships_in_progr| Brautwerbungen im Gange 
qstr__Known_Lords_by_Rela| Bekannte Fürsten nach Beziehungen 
qstr__Character_&_Compani| Charakter und Begleiter 
qstr__Done_| Fertig 
qstr_Your_supporters|Eure Förderer
qstr_Swadians|Swadier
qstr_Vaegirs|Vägir
qstr_Khergits|Khergiten
qstr_Nords|Norder
qstr_Rhodoks|Rhodoker
qstr_Sarranids|Sarraniden
qstr_All_Factions|Alle Fraktionen
qstr__near_{s10}| nahe {s10}
qstr_Your_recruiter_who_w|Euer Büttel mit dem Auftrag {reg10} Rekruten nach {s13} zu bringen wurde{s10} erschlagen!
qstr_Your_caravan_sending|Eure Karawane mit dem Auftrag {s12} nach {s13} zu bringen wurde{s10} geplündert!
qstr_Your_messenger_on_th|Euer Herold wurde auf dem Weg zu {s13}{s10} erschlagen!
qstr_Your_soldiers_patrol|Euer Wachtrupp, der um {s13} patrouillierte wurde{s10} besiegt!
qstr_A_scout_trying_to_ga|Euer Kundschafter, der versuchte {s13} auszuspähen wurde erschlagen{s10}!
qstr_{s1}_of_{s3}_was_def|{s1} von {s3} wurde im Kampf besiegt, konnte aber fliehen.
qstr_{s1}_is_now_a_prison|{s1} ist nun Gefangener von {s2}.
qstr_{s54}_is_a_claimant_|{s54} ist ein Anwärter auf dem Thron von {s56}.
qstr_nowhere|nirgends
qstr_{s57}_and_{s58}|{s57} und {s58}
qstr_{reg3?She:He}|{reg3?Sie:Er}
qstr_The_town_of_{s50}|Die Stadt {s50}
qstr_The_village_of_{s50}|Das Dorf {s50} nahe {s52}
qstr_{s51}_belongs_to_{s1|{s51} gehört {s1} von {s2} und wird Euer Hauptsitz.^
qstr_{s51}_belongs_to_{s1}|{s51} gehört {s1} von {s2} und wird {reg0?ihr:sein} Hauptsitz.^
qstr_{s51}_belongs_to_{s1}_|{s51} gehört {s1} von {s2} und wird von {reg0?ihr:ihm} zur Heimat erklärt.^
qstr_{s51}_belongs_to_{s1}_o|{s51} gehört {s1} von {s2}.^
qstr_{s51}_belongs_to_{s2|{s51} gehört {s2}, wurde jedoch noch keinem Besitzer zugesprochen.^
qstr_{s51}_belongs_to_{s2}|{s51} gehört {s2}.^
qstr_{s2}Its_market_town_|{s2}Dessen Handels-Stadt ist {s8}.^
qstr_{s7}_and_{s8}|{s7} und {s8}
qstr_{s2}It_has_no_villag|{s2}Es hat keine Dörfer.^
qstr_{s2}{reg0?Its_villag|{s2}{reg0?Seine Dörfer sind:Sein Dorf ist} {s8}.^
qstr_{s2}Its_prosperity_i|{s2}Sein Wohlstand ist: {s50}
qstr_noone|niemand
qstr_{s9}_and_{s10}|{s9} und {s10}
qstr_{s5}_has_been_defeat|{s5} wurde besiegt!
qstr_{s7}_opened_the_gate|{s7} hat das Tor geöffnet
qstr_{s7}_closed_the_gate|{s7} hat das Tor geschlossen
qstr_+{reg1}_to_party_mor|+{reg1} auf Truppmoral
qstr_Requires_{reg1}_inte|Erfordert {reg1} Intelligenz zum Lesen
qstr_Reading_Progress:_{r|Lesefortschritt: {reg1}%
qstr_wound_treament|Wundbehandlung
qstr_trainer|Ausbilder
qstr_surgery|Wundbehandlung
qstr_+1_to_{s1}_while_in_|+1 auf {s1}, wenn im Inventar
qstr_Move_here|Hierhin bewegen
qstr_View_notes|Aufzeichnungen ansehen
qstr_Accompany|Geleiten
qstr_killed|getötet
qstr_wounded|verwundet
qstr_{s0}^TOTAL:_{reg3}__|{s0}^GESAMT: {reg3} ({s2})
qstr_^None|^Keine
qstr_nothing|nichts
qstr_{reg0}_village{reg1?|{reg0} Dorf{reg1?s:}
qstr_{reg0}_castle{reg1?s|{reg0} Burg{reg1?s:}
qstr_{reg0}_castle{reg1?s:|{reg0} Burg{reg1?s:} und {s0}
qstr_{reg0}_town{reg1?s:}|{reg0} Stadt{reg1?s:}
qstr_{reg0}_town{reg1?s:}_|{reg0} Stadt{reg1?s:} und {s0}
qstr_{reg0}_town{reg1?s:}_{|{reg0} Stadt{reg1?s:}, {s0}
qstr_Your_opponents_are_r|Eure Gegner sind bereit zum Kampf.
qstr_Try_to_destroy_as_ma|Versucht, so viele Ziele wie möglich zu zerstören. Ihr habt zweieinhalb Minuten.
qstr_Stay_behind_the_line|Bleibt hinter der Linie auf dem Boden und schießt auf die Ziele. Versucht, keinen Schuss zu vergeuden.
qstr_Battle_Advantage_=_{|Kampfvorteil = {reg0}.
qstr_{s9}_wants_you_to_re|{s9} will, dass Ihr seiner Armee weiter folgt, bis er neue Anweisungen ausgibt.
qstr_Tribune|Tribun
qstr_{s5}_of_the_{s7}_has|{s5} vom {s7} hat {s4} in Besitz genommen.
qstr_{s4}_has_been_awarde|{s4} wurde {s5} vom {s7} verliehen.
qstr_pt_in_{s11}|pt in {s11}
qstr__Being_Raided_|(wird überfallen)
qstr__Looted_|(geplündert)
qstr__Under_Siege_|(wird belagert)
qstr_The_village_of_{s1}_|Das Dorf {s1} wurde von {s2} geplündert.
qstr_{s3}_is_no_longer_un|{s3} wird nicht länger belagert.
qstr_Small_bands_of_enemi|Kleiner Feindtrupp in der Nähe von {s1} entdeckt.
qstr_Enemy_patrols_spotte|Feindliche Patrouillen in der Nähe von {s1} entdeckt.
qstr_Medium_sized_group_o|Mittlerer Feindtrupp in der Nähe von {s1} entdeckt.
qstr_Significant_group_of|Großer Feindtrupp in der Nähe von {s1} entdeckt.
qstr_Army_of_enemies_spot|Feindliche Armee in der Nähe von {s1} entdeckt.
qstr_Large_army_of_enemie|Große feindliche Armee in der Nähe von {s1} entdeckt.
qstr_Great_host_of_enemie|Große Masse feindlicher Einheiten in der Nähe von {s1} entdeckt.
qstr_{s0}_collects_{reg0}|{s0} erhebt {reg0} Dinar von {s4}, derzeitiger Wohlstand: {reg1} Dinar
qstr_{reg2}|{reg2}
qstr__{s10}_of_{s13}_recr| {s10} vom {s13} rekrutiert {s11} {s12} in {s14}
qstr_{s1}_has_been_besieg|{s1} wurde von {s2} vom {s3} belagert.
qstr__{s1}__{s11}:_{s14}|({s1}) {s11}: {s14}
qstr_{s14}__{s21}_|{s14} ({s21})
qstr_{s5}_has_the_greates|{s5} genießt den größten Zuspruch unter den Fürsten vom {s4}, der nächste Marschall zu werden. {s0} ist indisponiert und hat keine Alternative.
qstr_{s5}_has_the_greatest|{s5} genießt den größten Zuspruch unter den Fürsten vom {s4}, {s1} zu erhalten. {s0} ist indisponiert und hat keine Alternative.
qstr_{s5}_has_the_greatest_|{s5} genießt den größten Zuspruch unter den Fürsten vom {s4}, der nächste Marschall zu werden, {s0} weist diese Wahl jedoch zurück.
qstr_{s5}_has_the_greatest_s|{s5} genießt den größten Zuspruch unter den Fürsten vom {s4} {s1} zu erhalten, {s0} weist diese Wahl jedoch zurück.
qstr_{s1}_is_the_new_mars|{s1} ist der neue Marschall von {s2}.
qstr_You_gained_{reg12}_r|Ihr erhaltet {reg12} Ansehen.
qstr_You_lose_{reg12}_ren|Ihr verliert {reg12} Ansehen.
qstr_Your_relation_with_{|Euer Verhältnis mit {s1} hat sich verbessert.
qstr_Your_relation_with_{s|Euer Verhältnis mit {s1} hat sich verschlechtert.
qstr_You_gain_honour.|Ihr gewinnt an Ehre.
qstr_You_lose_honour.|Ihr verliert an Ehre.
qstr_{s1}_has_declared_wa|{s1} hat {s2} den Krieg erklärt.
qstr_{s0}_is_laying_siege|{s0} belagert {s1}.
qstr_{s0}_is_patrolling_a|{s0} patroulliert um {s1}.
qstr_{s0}_is_raiding_arou|{s0} überfällt {s1}.
qstr_{s0}_is_engaging_{s1|{s0} besetzt {s1}.
qstr_{s0}_is_accompanying|{s0} begleitet {s1}.
qstr_{s0}_is_screening_th|{s0} überprüft den Vormarsch von {s1}.
qstr_{s0}_is_trading_with|{s0} handelt mit {s1}.
qstr_{s0}_is_retreating_t|{s0} zieht sich zurück nach {s1}.
qstr_{s0}_is_visiting_{s1|{s0} besucht {s1}.
qstr_{s1}_and_{s2}_have_m|{s1} und {s2} haben Frieden miteinander geschlossen.
qstr_{s2}_{reg3?was:is_cu|{reg3?war:ist} {s2} bei {s3}.
qstr_{s2}_{reg3?was:is}_t|{reg3?war:ist} {s2} auf dem Weg nach {s3} und {reg3?: im Moment} wohl in der Nähe von {s4}.
qstr_{s2}_{reg3?was:is}_tr|{reg3?reiste:reist} {s2} nach {s3} und {reg3?war:sollte gerade} zwischen {s4} und {s1}{reg3?: sein}.
qstr_{s2}_{reg3?was:is}_i|{reg3?war:ist} {s2} auf Reisen. {reg4?Sie:Er} {reg3?war:sollte} nahe {s3}{reg3?: sein}.
qstr_{s2}_{reg3?was:is}_in|{reg3?war:ist} {s2} auf Reisen und {reg3?war:sollte gerade} zwischen {s3} und {s1}{reg3?: sein}.
qstr_{s2}_{reg3?was:is}_b|{reg3?war:ist} {s2} Gefangener in {s3}.
qstr_{s2}_{reg3?was:has_b|{reg3?wurde:wurde} {s2} von {reg4?ihren:seinen} Feinden gefangen genommen.
qstr_{reg3?{s2}_s_locatio|{reg3?{s2}s Position war unbekannt: Ich weiß nicht, wo {s2} ist}.
qstr_{s6}_has_joined_your|{s6} hat sich Eurem Trupp angeschlossen.
qstr_You_now_owe_{reg2}_d|Ihr schuldet {s1} jetzt {reg2} Dinare.
qstr_Renown_value_for_thi|Ansehenswert für dieses Gefecht ist {reg8}.
qstr_You_have_run_into_a_|Ihr seid in eine Falle geraten!
qstr_You_are_attacked_by_|Ihr werdet von Banditen angegriffen!
qstr_Holding|Halten
qstr_Following|Folgen
qstr_Charging|Angreifen
qstr_Advancing|Vorrücken
qstr_Falling_Back|Zurückfallen
qstr_Standing_Closer|Zusammenrücken
qstr_Spreading_Out|Ausfächern
qstr_Standing|Standhaft bleiben
qstr_N/A|K/A
qstr_Free|Frei
qstr_Any_Weapon|Beliebige Waffe
qstr_Blunt_Weapons|Stumpfe Waffen
qstr_{s1}_Rebels|{s1} Rebellen
qstr_Given_by:_{s62}|Ausgegeben von: {s62}
qstr_Given_on:_{s60}|Ausgegeben am: {s60}
qstr_You_have_{reg0}_days|Ihr habt {reg0} Tage, diesen Auftrag zu beenden.
qstr_This_quest_has_been_|Dieser Auftrag wurde abgeschlossen. Sprecht mit {s59}, um sie zu beenden.
qstr_This_quest_has_been_s|Dieser Auftrag wurde erfolgreich beendet. Sprecht mit {s59}, um Eure Belohnung abzuholen.
qstr_This_quest_has_faile|Dieser Auftrag ist fehlgeschlagen. Sprecht mit {s59}, um die Situation zu erklären.
qstr_At_the_time_quest_wa|Zur Zeit der Questvergabe:^{s1}
qstr_{s5}_has_a_strength_|{s5} ist insgesamt {reg1} Mann stark.
qstr_The_last_time_you_sa|Als ihr {reg1?sie:ihn} zum letzten Mal saht, {s1}
qstr_The_last_time_you_he|Als ihr zum letzten Mal von {reg1?ihr:ihm} hörtet, {s1}
qstr_Current_garrison_con|Die Garnison besteht aus {reg5} Mann.^Hat Nahrungsvorräte für {reg6} Tage.
qstr_Very_Poor|Sehr arm
qstr_Poor|Arm
qstr_Average|Durchschnitt
qstr_Rich|Reich
qstr_Very_Rich|Sehr Reich
qstr_Manor|Herrenhaus
qstr_A_manor_lets_you_res|Ein Herrenhaus lässt Euch im Dorf eine Ruhepause einlegen und Euren Truppen halben Sold zahlen, solange Ihr Euch ausruht.
qstr_Mill|Mühle
qstr_A_mill_increases_vil|Eine Mühle erhöht den Wohlstand des Dorfes um 5%.
qstr_Watch_Tower|Wachturm
qstr_A_watch_tower_lets_t|Ein Wachturm lässt die Dorfbewohner früher Alarm schlagen. Die Zeitspanne, in der Feinde das Dorf plündern, wird um 25% erhöht.
qstr_School|Schule
qstr_A_shool_increases_th|Eine Schule erhöht die Loyalität der Dörfler für Euch um +1 pro Monat.
qstr_Messenger_Post|Botenstation
qstr_A_messenger_post_let|Eine Botenstation lässt die Dörfer Euch eine Nachricht senden, wenn Feinde in der Nähe sind; selbst wenn Ihr Euch in weiter Ferne befindet.
qstr_Prison_Tower|Kerkerturm
qstr_A_prison_tower_reduc|Ein Kerkerturm verringert die Chancen von Gefangenen, erfolgreich zu fliehen.
qstr_Prosperity_of_{s2}_h|Der Wohlstand von {s2} hat sich von {s3} nach {s4} geändert.
qstr_{s4}_looks_upset.|{s4} sieht verärgert aus.
qstr_your_party|Euer Trupp
qstr_{reg0?One_of_your_pr|{reg0?Einer Eurer Gefangenen,:} {s1} von {s3} ist entflohen!
qstr_You_brought_{reg3}_h|Ihr habt {s1} {reg3} Stück Vieh gebracht.
qstr_I_heard_that_there_w|Man sagt, es gebe in {s62} bald ein Turnier.
qstr_I_heard_some_people_|Ich hörte einige Leute tratschen, sie glaubten nicht, dass {s6} wirklich tot sei.
qstr_I_heard_a_traveller_|Ich hörte von einem Wandersmann, er habe {s6} getroffen, als er außerhalb dieser Länder auf Reisen war.
qstr_I_heard_that_{s6}_in|Ich hörte, {s6} würde eine Armee zusammenstellen und Pläne schmieden, den Thron vom {s61} zu beanspruchen.
qstr_I_heard_that_one_can|Man sagt, man könne {s62} sehr billig in {s63} erstehen.
qstr_I_heard_that_they_pa|Man sagt, es werde für {s62} in {s63} ein sehr hoher Preis gezahlt.
qstr_two_days_ago|vor zwei Tagen
qstr_Best_threat_of_{s4}_|Die beste Bedrohung von {s4} hat eine Wertstufe von {reg1}
qstr_No_center_found_to_d|Kein Zentrum zur Verteidigung gefunden.
qstr_You_gain_right_to_ru|Ihr erlangt das Herrschaftsrecht.
qstr_You_lose_right_to_ru|Ihr verliert das Herrschaftsrecht.
qstr_{s0}^{s1}|{s0}^{s1}
qstr_{reg0}_denars_added_|{reg0} Dinar werden in Eure Schatzkammer gebracht.
qstr_{reg0}_denars_remove|{reg0} Dinar wurden aus der Schatzkammer entfernt.
qstr_{s1}_and_{s2}_have_e|{s1} und {s2} haben ein Bündnis geschlossen.
qstr_{s1}_and_{s2}_have_c|{s1} und {s2} haben einen Verteidigungs-Pakt besiegelt.
qstr_{s1}_and_{s2}_have_co|{s1} und {s2} haben ein Handels-Abkommen unterzeichnet.
qstr_{s1}_and_{s2}_have_con|{s1} und {s2} haben einen Nicht-Angriffs-Pakt besiegelt.
qstr_{s5}_patrol|{s5} Wachtrupp
qstr_Transfer_to_{s5}|Verlegung nach {s5}
qstr_{s5}_scout|{s5} Kundschafter
qstr_{s4}_has_returned_fr|{s4} ist aus dem Exil zurückgekehrt und sucht Zuflucht bei {s6} vom {s5}.
qstr_{s4}_has_been_grante|{s4} wurde von {s6} vom {s5} begnadigt und ist aus dem Exil zurückgekehrt.
qstr_Given_the_way_things|So wie die Dinge gegenwärtig zwischen uns stehen, {playername}, würde ich es als sehr unklug bezeichnen, solch ein Arrangement zu treffen.
qstr_{playername}_I_am_gr|{playername}, ich bin Euch sehr verbunden, aber in den Augen der Leute fehlt es Euch an der nötigen Rechtmäßigkeit, um ein potentieller Mitherrscher des Reiches zu sein. Eine Ehe mit Euch würde meinen eigenen Anspruch auf den Thron untergraben.
qstr_{playername}_I_know_|{playername}, mir ist bewusst, dass ich ohne Euch nicht auf diesem Thron sitzen würde, jedoch ist Euer Name ist kaum bekannt in Calradia. Eine Ehe mit Euch würde als unziemliche Anbandelung wahrgenommen werden und würde meinen eigenen Anspruch auf den Thron in Frage stellen.
qstr_{playername}_I_am_gra|{playername}, ich bin Euch dankbar für Euren Beistand, meinen rechtmäßigen Stand zurück zu erlangen, jedoch habt Ihr nicht ausreichenden persönlichen Besitz, um eine angemessene Partie für mich zu sein. Es wäre eine zu ungleiche Partnerschaft.
qstr_{playername}_I_am_grat|{playername}, ich bin Euch sehr verbunden, aber würde ich zustimmen, laufe ich Gefahr, mächtige Fürsten, wie {s15} zu kränken, die der Meinung sind, mindestens genau so ehrenvoll wie Ihr zu sein.
qstr_{playername}_I_am_grate|{playername}, ich bin Euch sehr verbunden, aber würde ich zustimmen, laufe ich Gefahr, große Fürsten, wie {s15} zu kränken, die der Meinung sind, mindestens genau so ehrenvoll wie Ihr zu sein.
qstr_{playername}_while_I|{playername}, obwohl ich Euch Dank schulde muss ich gestehen, dass ich bereits {s15} zugetan bin.
qstr_Our_realm_has_too_fe|Unser Reich hat zu wenig Vasallen. Mit unseren Verhältnissen in dieser prekären Lage bin ich gezwungen, eine mögliche politische Allianz als Lockmittel einsetzen, um neue Vasallen zu werben. Deswegen kann ich nicht offen zeigen, wie ich mich {reg65?einem Freier:jemandem} verspreche.
qstr_Because_I_have_insuf|Da ich zu geringe persönliche Besitztümer im Vergleich zu {s15} mein Eigen nenne. Würde ich solch einem Arrangement zustimmen, würde ich riskieren, wie eine Puppe zu wirken, die die Stabilität des Reiches ins Wanken bringt.
qstr_Because_my_personal_|Da meine persönlichen Besitztümer unzureichend gering sind im Vergleich mit den Fürsten vom {s14}. Würde ich solch einem Arrangement zustimmen, wie eine Puppe zu wirken, die die Stabilität des Reiches ins Wanken bringt.
qstr_I_am_grateful_to_you|Ich bin Euch sehr verbunden, {playername}, aber Ihr habt zu viele Feinde unter den Fürsten vom {s14}, um in der Politik, die Ihr anstrebt überlebensfähig zu sein. Wenn ich zustimmen würde, könnte das zu einer Revolte führen.
qstr_You_have_engendered_|Ihr habt in letzter Zeit zu viel Unruhe gestiftet, {playername}. Würde ich Euch jetzt zustimmen, könnte es zu einer Revolte unter den Fürsten vom {s14} kommen. Lasst uns darüber erneut sprechen, wenn die Wogen sich geglättet haben.
qstr_If_you_desire_to_lea|Wenn Ihr den Wunsch hegt, an meiner Seite das {s14} zu regieren, dann verdient Euch die Unterstützung meiner Vasallen und werdet zum Marschall. Zeigt dem Reich Eure Fähigkeiten als Kriegsherr.
qstr_Our_realm_has_lost_t|Unser Reich hat zu viele Ländereien verloren. Wir herrschten einst über {s1}, haben jetzt aber nur noch {s0}. Mit unseren Verhältnissen in dieser prekären Lage bin ich gezwungen, die Möglichkeit einer politischen Allianz offen zu halten und brauche einen Köder für Verhandlungen mit anderen Regenten. Deswegen kann ich nicht offen zeigen, wie ich mich {reg65?einem Freier:jemandem} verspreche. Stellt die einstige Pracht vom {s14} wieder her und ich werde freudig an Eure Seite treten, um mit Euch als meine{m Gemahl/r Gemahlin} zu regieren.
qstr_{s0}_{reg0?have:has}|{s0} {reg0?wurden:wurde} in fremde Hände verloren. Stellt die Grenzen vom {s14} wieder richtig und ich werde freudig an Eure Seite treten, um mit Euch als meine{m Gemahl/r Gemahlin} zu regieren.
qstr_You_have_only_been_m|Ihr wart gerade mal für {reg0} {reg1?Tage:Tag} Marschall. Lasst uns wieder darüber sprechen, wenn Ihr dieses Amt für zumindest zwei Wochen ausgeübt habt.
qstr_If_not_for_you_I_wou|Ohne Euch würde ich nicht auf diesem Thron sitzen, {playername}. Als wir unsere lange Reise antraten, hatten wenige den Mut, mich zu unterstützen. Und noch viel weniger waren gewillt, ihr Leben für mich aufs Spiel zu setzen. Ihr habt nicht einen Augenblick gezögert, Euch für eine höhere Sache auf meine Feinde zu stürzen. Wir sind zusammen durch dick und dünn gegangen und mit göttlicher Hilfe konnten wir uns behaupten. Mit Freuden werde ich Euch sowohl als meine{n Gemahl/ Gemahlin}, sowie als Mitherrscher vom {s14} annehmen.
qstr_You_sold_{reg1}_{reg|Ihr habt {reg1} {reg3?Gegenstände:Gegenstand} an {s0} verkauft und {reg0} Dinar erhalten.
qstr_You_sold_{reg1}_{reg3|Ihr habt {reg1} {reg3?Gegenstände:Gegenstand} an den {s0} verkauft und {reg0} Dinar erhalten.
qstr_You_have_bought_{reg|Ihr habt {reg2} {reg4?Sorten:Sorte} Nahrung gekauft und {reg1} Dinar ausgegeben.
qstr_You_sold_{reg2}_{reg|Ihr habt {reg2} {reg4?Sorten:Sorte} verdorbene Lebensmittel verkauft und {reg1} Dinar erhalten.
qstr_axe|Axt
qstr_spear|Speer
qstr_bow|Bogen
qstr_sword|Schwert
qstr_axes|Äxte
qstr_spears|Speere
qstr_bows|Bögen
qstr_swords|Schwerter
qstr_swing_my_axe|meine Axt schwingen
qstr_lift_my_spear|meinen Speer stemmen
qstr_loose_my_arrows|meine Pfeile einlegen
